☆央卫☆,#genre#
内蒙古卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226415/1.m3u8
内蒙古卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226530/1.m3u8
内蒙古卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225891/1.m3u8
北京卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226436/1.m3u8
厦门卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226542/1.m3u8
吉林卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226426/1.m3u8
吉林卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226533/1.m3u8
吉林卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225886/1.m3u8
四川卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226407/1.m3u8
四川卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225898/1.m3u8
四川卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226523/1.m3u8
天津卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226489/1.m3u8
宁夏卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226413/1.m3u8
宁夏卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226528/1.m3u8
宁夏卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225892/1.m3u8
安徽卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225873/1.m3u8
安徽卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226490/1.m3u8
山东卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226487/1.m3u8
山西卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226410/1.m3u8
山西卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225895/1.m3u8
山西卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226531/1.m3u8
广东卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226535/1.m3u8
广西卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226408/1.m3u8
广西卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225879/1.m3u8
广西卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226534/1.m3u8
新疆卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226422/1.m3u8
新疆卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225901/1.m3u8
新疆卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226546/1.m3u8
江苏卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226491/1.m3u8
江西卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226522/1.m3u8
河北卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226409/1.m3u8
河北卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225881/1.m3u8
河北卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226536/1.m3u8
河南卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226525/1.m3u8
浙江卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226492/1.m3u8
海南卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226427/1.m3u8
海南卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225890/1.m3u8
湖北卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226520/1.m3u8
湖南卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226493/1.m3u8
甘肃卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226414/1.m3u8
甘肃卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225877/1.m3u8
甘肃卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226545/1.m3u8
西藏卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226428/1.m3u8
西藏卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225900/1.m3u8
西藏卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226527/1.m3u8
贵州卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226405/1.m3u8
贵州卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225880/1.m3u8
贵州卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226521/1.m3u8
辽宁卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226488/1.m3u8
辽宁卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226336/1.m3u8
重庆卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226337/1.m3u8
重庆卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226518/1.m3u8
陕西卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226411/1.m3u8
陕西卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225896/1.m3u8
陕西卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226532/1.m3u8
青海卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226412/1.m3u8
青海卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225893/1.m3u8
青海卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226529/1.m3u8
黑龙江卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226524/1.m3u8
山东教育卫视 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226419/1.m3u8
山东教育卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225908/1.m3u8
山东教育卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226526/1.m3u8
广东南方卫视地面 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226540/1.m3u8
新疆兵团卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226541/1.m3u8
海南三沙卫视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226544/1.m3u8
北京冬奥纪实 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226515/1.m3u8
北京卡酷少儿 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226418/1.m3u8
北京卡酷少儿 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225907/1.m3u8
北京卡酷少儿 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226511/1.m3u8
北京国际 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226510/1.m3u8
北京影视 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226433/1.m3u8
北京文艺 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226435/1.m3u8
北京新闻 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226512/1.m3u8
北京生活 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226514/1.m3u8
北京科教 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226434/1.m3u8
北京财经 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226516/1.m3u8
北京青年 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226513/1.m3u8
上海哈哈炫动 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226421/1.m3u8
上海哈哈炫动 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225909/1.m3u8
广东嘉佳卡通 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226539/1.m3u8
江苏优漫卡通 4M576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226420/1.m3u8
江苏优漫卡通 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221225910/1.m3u8
CCTV中视购物 4M720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226385/1.m3u8
北京家有购物 720,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226343/1.m3u8
聚鲨环球精选 576,http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226345/1.m3u8
☆全网☆,#genre#

CCTV1,http://117.148.187.58/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229818/index.m3u8#http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230713/01.m3u8?fmt=ts2hls
CCTV2,http://101.71.255.229:6610/zjhs/2/10089/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230716/01.m3u8?fmt=ts2hls
CCTV3,http://117.148.187.42/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230740/index.m3u8#http://101.71.255.229:6610/zjhs/2/10128/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV4,http://117.148.187.114/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229749/01.m3u8?fmt=ts2hls#http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV5,http://117.148.187.78/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228965/01.m3u8?fmt=ts2hls#http://39.134.176.161/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229791/01.m3u8?fmt=ts2hls#http://101.71.255.229:6610/zjhs/2/10130/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV5+,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229684/01.m3u8?fmt=ts2hls
CCTV6,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230685/index.m3u8#http://101.71.255.229:6610/zjhs/2/10131/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV7,http://101.71.255.229:6610/zjhs/2/10091/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV8,http://101.71.255.229:6610/zjhs/2/10132/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230737/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8#http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226236/1.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225820/1.m3u8
CCTV10,http://101.71.255.229:6610/zjhs/2/10084/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV11,http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV12,http://101.71.255.229:6610/zjhs/2/10086/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV13,http://101.71.255.229:6610/zjhs/2/10155/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230877/01.m3u8?fmt=ts2hls
CCTV14,http://101.71.255.229:6610/zjhs/2/10087/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230701/01.m3u8?fmt=ts2hls
CCTV15,http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230658/01.m3u8?fmt=ts2hls
CCTV17,http://117.148.187.102/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229765/index.m3u8
东方卫视,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230689/01.m3u8?fmt=ts2hls
北京卫视,http://117.148.187.67/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228321/01.m3u8?fmt=ts2hls#http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230704/01.m3u8?fmt=ts2hls
天津卫视,http://117.148.187.93/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228818/index.m3u8
安徽卫视,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230707/01.m3u8?fmt=ts2hls
山东卫视,http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230652/01.m3u8?fmt=ts2hls#http://117.148.187.67/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228834/index.m3u8
广东卫视,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230661/01.m3u8?fmt=ts2hls
江苏卫视,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230698/01.m3u8?fmt=ts2hls
江西卫视,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230667/01.m3u8?fmt=ts2hls
浙江卫视,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230035/index.m3u8#http://39.134.176.156/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228837/index.m3u8
深圳卫视,http://101.71.255.229:6610/zjhs/2/10045/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北卫视,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230670/01.m3u8?fmt=ts2hls
湖南卫视,http://117.148.187.49/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230695/01.m3u8?fmt=ts2hls#http://117.148.187.93/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228824/index.m3u8
辽宁卫视,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230692/01.m3u8?fmt=ts2hls
黑龙江卫视,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230710/01.m3u8?fmt=ts2hls#http://117.148.187.88/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228827/index.m3u8
凤凰中文,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228608/index.m3u8
凤凰资讯,http://117.148.187.100/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228597/index.m3u8
☆体育☆,#genre#

虎牙斯诺克,http://121.12.115.14/tx.hls.huya.com/src/1099531627777-1099531627777-85899350214967296-2199063379010-10057-A-0-1_2000.m3u8
中式八球,http://121.12.115.14/tx.hls.huya.com/src/67198570-67198570-288615660487966720-134520596-10057-A-0-1_2000.m3u8
看我的箭,http://121.12.115.14/tx.hls.huya.com/src/1099531627787-1099531627787-85899393164640256-2199063379030-10057-A-0-1_2000.m3u8
综合体育,http://121.12.115.14/tx.hls.huya.com/src/1453551525-2750309114-11812487698520735744-2895636156-10057-A-0-1_2000.m3u8
职业拳击,http://121.12.115.14/tx.hls.huya.com/src/0-0-0-2399123531982-10057-A-0-1_2000.m3u8
虎牙足球,http://121.12.115.14/tx.hls.huya.com/src/1099531627955-1099531627955-85900114719145984-2199063379366-10057-A-0-1_2000.m3u8
全国篮球,http://121.12.115.14/tx.hls.huya.com/src/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1_2000.m3u8
女神打球,http://121.12.115.14/tx.hls.huya.com/src/1099531739996-1099531739996-86381327149957120-2199063603448-10057-A-0-1_2000.m3u8
路人王篮球,http://121.12.115.14/tx.hls.huya.com/src/1099531728916-1099531728916-86333738912317440-2199063581288-10057-A-0-1_2000.m3u8
荣耀格斗,http://121.12.115.14/tx.hls.huya.com/src/1099531740037-1099531740037-86381503243616256-2199063603530-10057-A-0-1_2000.m3u8
武林笼中对,http://121.12.115.14/tx.hls.huya.com/src/1099531740136-1099531740136-86381928445378560-2199063603728-10057-A-0-1_2000.m3u8
球神特辑,http://121.12.115.14/tx.hls.huya.com/src/1099531627790-1099531627790-85899406049542144-2199063379036-10057-A-0-1_2000.m3u8
篮球联赛,http://121.12.115.14/tx.hls.huya.com/src/1099531627900-1099531627900-85899878495944704-2199063379256-10057-A-0-1_2000.m3u8
美女打架,http://121.12.115.14/tx.hls.huya.com/src/1099531728893-1099531728893-86333640128069632-2199063581242-10057-A-0-1_2000.m3u8
KPL职业联赛,http://121.12.115.14/tx.hls.huya.com/src/78941969-2592787562-11135937784265572352-2914030356-10057-A-0-1-imgplus_2000.m3u8
农药职业联赛,http://121.12.115.14/tx.hls.huya.com/src/78941969-2591327176-11129665474156036096-2881735164-10057-A-0-1-imgplus_2000.m3u8
农药中外对抗,http://121.12.115.14/tx.hls.huya.com/src/1099531753330-1099531753330-86438596243881984-2199063630116-10057-A-0-1_2000.m3u8
绝地求生全球决赛,http://121.12.115.14/tx.hls.huya.com/src/78941969-2639420976-11336226772296400896-3120488530-10057-A-0-1-imgplus_2000.m3u8
和平精英猛男杯,http://121.12.115.14/tx.hls.huya.com/src/78941969-2645974862-11364375498328113152-3120368168-10057-A-0-1_2000.m3u8
和平精英职业联赛,http://121.12.115.14/tx.hls.huya.com/src/78941969-2757820485-11844748791313858560-3120471256-10057-A-0-1_2000.m3u8
☆电影☆,#genre#
周星驰,http://121.12.115.14/tx.hls.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1_2000.m3u8
林正英,http://121.12.115.14/tx.hls.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1-imgplus_2000.m3u8
沈腾,http://121.12.115.14/tx.hls.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1-imgplus_2000.m3u8
徐峥,http://121.12.115.14/tx.hls.huya.com/src/1524434085-1524434085-6547394539982684160-3048991626-10057-A-0-1_2000.m3u8
黄渤,http://121.12.115.14/tx.hls.huya.com/src/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1_2000.m3u8
成龙,http://121.12.115.14/tx.hls.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1-imgplus_2000.m3u8
刘德华,http://121.12.115.14/tx.hls.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1_2000.m3u8
李连杰,http://121.12.115.14/tx.hls.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1-imgplus_2000.m3u8
周润发,http://121.12.115.14/tx.hls.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1-imgplus_2000.m3u8
吴京,http://121.12.115.14/tx.hls.huya.com/src/1524434090-1524434090-6547394561457520640-3048991636-10057-A-0-1_2000.m3u8
甄子丹,http://121.12.115.14/tx.hls.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1-imgplus_2000.m3u8
冯小刚,http://121.12.115.14/tx.hls.huya.com/src/1423782077-1423782077-6115097457345953792-2847687610-10057-A-0-1_2000.m3u8
科幻电影,http://121.12.115.14/tx.hls.huya.com/src/1423782061-1423782061-6115097388626477056-2847687578-10057-A-0-1_2000.m3u8
五福星,http://121.12.115.14/tx.hls.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1_2000.m3u8
警匪电影,http://121.12.115.14/tx.hls.huya.com/src/1423782050-1423782050-6115097341381836800-2847687556-10057-A-0-1-imgplus_2000.m3u8
高智商罪犯,http://121.12.115.14/tx.hls.huya.com/src/1423787865-1423787865-6115122316616663040-2847699186-10057-A-0-1-imgplus_2000.m3u8
黑帮大片,http://121.12.115.14/tx.hls.huya.com/src/1388472589-1388472589-5963444361147449344-2777068634-10057-A-0-1-imgplus_2000.m3u8
漫威电影,http://121.12.115.14/tx.hls.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1_2000.m3u8
各国赌片,http://121.12.115.14/tx.hls.huya.com/src/1394565207-1394565207-5989611956204470272-2789253870-10057-A-0-1-imgplus_2000.m3u8
贺岁电影,http://121.12.115.14/tx.hls.huya.com/src/1524418118-1524418118-6547325962239868928-3048959692-10057-A-0-1-imgplus_2000.m3u8
黑帮斗争,http://121.12.115.14/tx.hls.huya.com/src/1394575541-1394575541-5989656340396507136-2789274538-10057-A-0-1_2000.m3u8
生化危机,http://121.12.115.14/tx.hls.huya.com/src/1099531752748-1099531752748-86436096572915712-2199063628952-10057-A-0-1_2000.m3u8
灾难大片,http://121.12.115.14/tx.hls.huya.com/src/1423782052-1423782052-6115097349971771392-2847687560-10057-A-0-1_2000.m3u8
怪兽大片,http://121.12.115.14/tx.hls.huya.com/src/1099531752749-1099531752749-86436100867883008-2199063628954-10057-A-0-1_2000.m3u8
中国功夫,http://121.12.115.14/tx.hls.huya.com/src/1448738174-1448738174-6222283077796757504-2847699112-10057-A-0-1_2000.m3u8
死神来了,http://121.12.115.14/tx.hls.huya.com/src/1423782074-1423782074-6115097444461051904-2847687604-10057-A-0-1_2000.m3u8
牛气冲天,http://121.12.115.14/tx.hls.huya.com/src/1388457235-1388457235-5963378416219586560-2777037926-10057-A-0-1_2000.m3u8
黄飞鸿,http://121.12.115.14/tx.hls.huya.com/src/1524434076-1524434076-6547394501327978496-3048991608-10057-A-0-1_2000.m3u8
古墓系列,http://121.12.115.14/tx.hls.huya.com/src/1423782085-1423782085-6115097491705692160-2847687626-10057-A-0-1_2000.m3u8
韩国高分,http://121.12.115.14/tx.hls.huya.com/src/1423782047-1423782047-6115097328496934912-2847687550-10057-A-0-1_2000.m3u8
动作大片,http://121.12.115.14/tx.hls.huya.com/src/1449698649-1449698649-6226408286510383104-2847699168-10057-A-0-1_2000.m3u8
喜剧电影,http://121.12.115.14/tx.hls.huya.com/src/1420969427-1420969427-6103017217580859392-2847687524-10057-A-0-1_2000.m3u8
星爷经典,http://121.12.115.14/tx.hls.huya.com/src/1449698986-1449698986-6226409733914361856-2847687634-10057-A-0-1_2000.m3u8
国产硬汉,http://121.12.115.14/tx.hls.huya.com/src/1423782075-1423782075-6115097448756019200-2847687606-10057-A-0-1_2000.m3u8
经典喜剧,http://121.12.115.14/tx.hls.huya.com/src/1449597183-1449597183-6225972493358727168-2847687548-10057-A-0-1_2000.m3u8
三国鼎立,http://121.12.115.14/tx.hls.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1_2000.m3u8
杰克船长,http://121.12.115.14/tx.hls.huya.com/src/1448738217-1448738217-6222283262480351232-2847699222-10057-A-0-1_2000.m3u8
童年女神,http://121.12.115.14/tx.hls.huya.com/src/1449698962-1449698962-6226409630835146752-2789274564-10057-A-0-1_2000.m3u8
宅家观影,http://121.12.115.14/tx.hls.huya.com/src/1099531752756-1099531752756-86436130932654080-2199063628968-10057-A-0-1_2000.m3u8
许氏三杰,http://121.12.115.14/tx.hls.huya.com/src/1524434070-1524434070-6547394475558174720-3048991596-10057-A-0-1_2000.m3u8
举国欢庆,http://121.12.115.14/tx.hls.huya.com/src/1423787870-1423787870-6115122338091499520-2847699196-10057-A-0-1_2000.m3u8
国产大片,http://121.12.115.14/tx.hls.huya.com/src/1423782021-1423782021-6115097216827785216-2847687498-10057-A-0-1_2000.m3u8
爆笑大片,http://121.12.115.14/tx.hls.huya.com/src/1524418101-1524418101-6547325889225424896-3048959658-10057-A-0-1_2000.m3u8
武侠动作,http://121.12.115.14/tx.hls.huya.com/src/1449584124-1449584124-6225916405380808704-2847687586-10057-A-0-1_2000.m3u8
歪果喜剧,http://121.12.115.14/tx.hls.huya.com/src/1524434111-1524434111-6547394651651833856-3048991678-10057-A-0-1_2000.m3u8
甜甜恋爱,http://121.12.115.14/tx.hls.huya.com/src/1524439836-1524439836-6547419240339603456-3049003128-10057-A-0-1_2000.m3u8
標行天下,http://121.12.115.14/tx.hls.huya.com/src/1449574253-1449574253-6225874009758629888-2847699210-10057-A-0-1_2000.m3u8
香港贺岁,http://121.12.115.14/tx.hls.huya.com/src/1099531752755-1099531752755-86436126637686784-2199063628966-10057-A-0-1_2000.m3u8
狄仁杰之,http://121.12.115.14/tx.hls.huya.com/src/1423782037-1423782037-6115097285547261952-2847687530-10057-A-0-1_2000.m3u8
马冬梅,http://121.12.115.14/tx.hls.huya.com/src/1099531752758-1099531752758-86436139522588672-2199063628972-10057-A-0-1_2000.m3u8
羞涩茄子,http://121.12.115.14/tx.hls.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1_2000.m3u8
向阳花,http://121.12.115.14/tx.hls.huya.com/src/1524439830-1524439830-6547419214569799680-3049003116-10057-A-0-1_2000.m3u8
☆综艺☆,#genre#
虎牙张大仙,http://121.12.115.14/tx.hls.huya.com/src/1259515661837-1259515661837-4682562792811659264-2519031447130-10057-A-0-1-imgplus_2000.m3u8
音乐石榴,http://121.12.115.14/tx.hls.huya.com/src/1199512344405-1199512344405-5224693802798678016-2399024812266-10057-A-0-1_2000.m3u8
新歌速递,http://121.12.115.14/tx.hls.huya.com/src/1099531740262-1099531740262-86382469611257856-2199063603980-10057-A-0-1_2000.m3u8
极限挑战,http://121.12.115.14/tx.hls.huya.com/src/1423782086-1423782086-6115097496000659456-2847687628-10057-A-0-1-imgplus_2000.m3u8
韩国跑男,http://121.12.115.14/tx.hls.huya.com/src/1250011-1250011-5368756364640256-2777071322-10057-A-0-1_2000.m3u8
贝爷上线,http://121.12.115.14/tx.hls.huya.com/src/1099531752750-1099531752750-86436105162850304-2199063628956-10057-A-0-1_2000.m3u8
春晚小品,http://121.12.115.14/tx.hls.huya.com/src/1250011-1250011-5368756364640256-2777038134-10057-A-0-1_2000.m3u8
逗乐小品,http://121.12.115.14/tx.hls.huya.com/src/1449588790-1449588790-6225936445698211840-2847699106-10057-A-0-1_2000.m3u8
吐槽大会,http://121.12.115.14/tx.hls.huya.com/src/1449572975-1449572975-6225868520790425600-2789274544-10057-A-0-1_2000.m3u8
美食记录,http://121.12.115.14/tx.hls.huya.com/src/1423787851-1423787851-6115122256487120896-2847699158-10057-A-0-1-imgplus_2000.m3u8
笑傲江湖,http://121.12.115.14/tx.hls.huya.com/src/1423787824-1423787824-6115122140523003904-2847699104-10057-A-0-1-imgplus_2000.m3u8
今晚脱口秀,http://121.12.115.14/tx.hls.huya.com/src/1423787862-1423787862-6115122303731761152-2847699180-10057-A-0-1_2000.m3u8
笑傲帮,http://121.12.115.14/tx.hls.huya.com/src/1449380946-1449380946-6225043762515542016-2847687614-10057-A-0-1_2000.m3u8
中国新相亲,http://121.12.115.14/tx.hls.huya.com/src/1449574865-1449574865-6225876638278615040-2847699130-10057-A-0-1_2000.m3u8
非正式会,http://121.12.115.14/tx.hls.huya.com/src/1250011-1250011-5368756364640256-2777027388-10057-A-0-1_2000.m3u8
演员自我修养,http://121.12.115.14/tx.hls.huya.com/src/1524434105-1524434105-6547394625882030080-3048991666-10057-A-0-1_2000.m3u8
梦立方闯关秀.http://121.12.115.14/tx.hls.huya.com/src/1524434092-1524434092-6547394570047455232-3048991640-10057-A-0-1_2000.m3u8
陈翔六点半,http://121.12.115.14/tx.hls.huya.com/src/1352054947-1352054947-5807031779760013312-2704233350-10057-A-0-1-imgplus_2000.m3u8
这剧很火,http://121.12.115.14/tx.hls.huya.com/src/1199522501236-1199522501236-5268317059774676992-2399045125928-10057-A-0-1_2000.m3u8
张冰心解说,http://121.12.115.14/tx.hls.huya.com/src/1448640609-1448640609-6221864039312523264-1484215354-10057-A-0-1_2000.m3u8
